id,NEO_PI_R_Anxiety,NEO_PI_R_Activity,TCI_Impulsiveness,TCI_Extravagance,TCI_Disorderliness,TCI_Worry___pessimism,TCI_Fear_of_uncertainty,TCI_Shyness_with_strangers,TCI_Fatigability___asthenia,TCI_Sentimentality,TCI_Warm_communication,TCI_Attachment,NEO_PI_R_Excitement_Seeking,TCI_Dependence,TCI_Eagerness_of_effort,TCI_Work_hardened,TCI_Ambitious,TCI_Perfectionist,TCI_Responsibility,TCI_Purposefulness,TCI_Resourcefulness,TCI_Self_acceptance,TCI_Enlightened_second_nature,NEO_PI_R_Positive_Emotions,TCI_Social_acceptance,TCI_Empathy,TCI_Helpfulness,TCI_Compassion,TCI_Pure_hearted_conscience,TCI_Self_forgetful,TCI_Transpersonal_identification,TCI_Spiritual_acceptance,TCI_Enlightened,TCI_Idealistic,NEO_PI_R_Fantasy,CPI_Dominance,CPI_Capacity_for_Status,CPI_Sociability,CPI_Social_Presence,CPI_Self_acceptance,CPI_Independence,CPI_Empathy,CPI_Responsibility,CPI_Socialization,CPI_Self_control,NEO_PI_R_Aesthetics,CPI_Good_Impression,CPI_Communality,CPI_Well_being,CPI_Tolerance,CPI_Achievement_via_Conformance,CPI_Achievement_via_Independence,CPI_Intellectual_Efficiency,CPI_Psychological_mindedness,CPI_Flexibility,CPI_Femininity,NEO_PI_R_Feelings,CPI_Vector1,CPI_Vector2,CPI_Vector3,CPI_Managerial_Potential,CPI_Work_Orientation,CPI_Creative_Temperament,CPI_Leadership,CPI_Amicability,CPI_Law_Enforcement_Orientation,CPI_Tough_mindedness,NEO_PI_R_Actions,HPI_Empathy,HPI_Not_anxious,HPI_No_guilt,HPI_Calmness,HPI_Even_tempered,HPI_No_somatic_complaints,HPI_Trusting,HPI_Good_attachment,HPI_Competitive,HPI_Self_confidence,NEO_PI_R_Ideas,HPI_No_depression,HPI_Leadership,HPI_Identity,HPI_No_social_anxiety,HPI_Likes_parties,HPI_Likes_crowds,HPI_Experience_seeking,HPI_Exhibitionistic,HPI_Entertaining,HPI_Easy_to_live_with,NEO_PI_R_Values,HPI_Sensitive,HPI_Caring,HPI_Likes_people,HPI_No_hostility,HPI_Moralistic,HPI_Mastery,HPI_Virtuous,HPI_not_autonomous,HPI_Not_spontaneous,HPI_Impulse_control,NEO_PI_R_Trust,HPI_Avoids_trouble,HPI_Science_ability,HPI_Curiosity,HPI_Thrill_seeking,HPI,HPI_Generates_ideas,HPI_Culture,HPI_Education,HPI_Good_memory,NEO_PI_R_Angry_Hostility,NEO_PI_R_Straightforwardness,HPI_Reading,HPI_Self_focus,HPI_Impression_management,HPI_Appearance,NEO_PI_R_Altruism,NEO_PI_R_Compliance,NEO_PI_R_Modesty,NEO_PI_R_Tender_Mindedness,NEO_PI_R_Competence,NEO_PI_R_Order,NEO_PI_R_Dutifulness,NEO_PI_R_Achievement_Striving,NEO_PI_R_Self_Discipline,NEO_PI_R_Depression,NEO_PI_R_Deliberation,HEXACO_PI_Sincerity,HEXACO_PI_Fairness,HEXACO_PI_Greed_Avoidance,HEXACO_PI_Modesty,HEXACO_PI_Fearfulness,HEXACO_PI_Anxiety,HEXACO_PI_Dependence,HEXACO_PI_Sentimentality,HEXACO_PI_Expressiveness,NEO_PI_R_Self_Consciousness,HEXACO_PI_Social_Boldness,HEXACO_PI_Sociability,HEXACO_PI_Liveliness,HEXACO_PI_Forgiveness,HEXACO_PI_Gentleness,HEXACO_PI_Flexibility,HEXACO_PI_Patience,HEXACO_PI_Organization,HEXACO_PI_Diligence,HEXACO_PI_Perfectionism,NEO_PI_R_Impulsiveness,HEXACO_PI_Prudence,HEXACO_PI_Aesthetic_Appreciation,HEXACO_PI_Inquisitiveness,HEXACO_PI_Creativity,HEXACO_PI_Unconventionality,JPI_R_Complexity,JPI_R_Breadth_of_Interest,JPI_R_Innovation,JPI_R_Tolerance,JPI_R_Empathy,NEO_PI_R_Vulnerability,JPI_R_Anxiety,JPI_R_Cooperativeness,JPI_R_Sociability,JPI_R_Social_Confidence,JPI_R_Energy_Level,JPI_R_Social_Astuteness,JPI_R_Risk_Taking,JPI_R_Organization,JPI_R_Traditional_Values,JPI_R_Responsibility,NEO_PI_R_Warmth,MPQ_Well_being,MPQ_Social_Potency,MPQ_Achievement,MPQ_Social_Closeness,MPQ_Stress_Reaction,MPQ_Aggression,MPQ_Alienation,MPQ_Control,MPQ_Harm_avoidance,MPQ_Traditionalism,NEO_PI_R_Gregariousness,MPQ_Absorption,aa_6_FPQ_Affiliation,aa_6_FPQ_Dominance,aa_6_FPQ_Exhibition,aa_6_FPQ_Abasement,aa_6_FPQ_Even_tempered,aa_6_FPQ_Good_natured,aa_6_FPQ_Cognitive_Structure,aa_6_FPQ_Deliberativeness,aa_6_FPQ_Order,NEO_PI_R_Assertiveness,aa_6_FPQ_Autonomy,aa_6_FPQ_Individualism,aa_6_FPQ_Self_Reliance,aa_6_FPQ_Change,aa_6_FPQ_Understanding,aa_6_FPQ_Breadth_of_Interest,aa_6_FPQ_Achievement,aa_6_FPQ_Endurance,aa_6_FPQ_Seriousness,TCI_Exploratory_Excitability,CLS,PerspectiveTaking,FantasyScale,EmpathicConcern,PersonalDistress,Christian,Jewish,Muslim,Buddhist,RespForHardship,Liberal,Conservative,SES,Event_number,tender,careR,connected,distress,upsetR,guilty,simInterests,simJoysR,simMorals,simEcon,simEdu,simSocPos,needMoneyR,needOrg,needHelp,resp,blame,unjust,inspired,likeMeet,trust,likelytohelp,donatetotheircharity,PosEmpathy,NegEmpathy,InternalSimilarity,ExternalSimilarity,Neediness,Responsibility,Likability,DonationScale,donation,hardship,sent1,sent2,sent3,subj_eth,subj_gender,subj_religion,target_eth,target_gender,targ_relig,target_image_id,target_name_id,PosEmpathy_mc,NegEmpathy_mc,Neediness_mc,Responsibility_mc,Likability_mc,InternalSimilarity_mc,ExternalSimilarity_mc,donation_mc,simGender,simEth,simRelig,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,1,2,5,2,4,4,2,2,3,5,6,2,5,4,5,3,3,4,3,2,1,3,1,1,9,10,10,13,12,14,6,2,1,5,153,8,32,2,1,1,2,2,-1,25,11,-1.062,0.875,-0.500,3.938,-2.562,0.375,3.812,0,0,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,2,2,3,2,2,3,2,2,3,2,4,6,3,6,2,2,3,4,2,2,1,4,1,1,7,7,7,13,10,15,7,2,1,7,243,12,70,2,1,1,1,2,-1,34,8,-3.062,-2.125,-2.500,4.938,-1.562,-2.625,3.812,0,0,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,3,5,6,4,1,6,3,2,5,2,1,4,3,5,4,5,7,5,5,5,1,6,1,1,15,10,9,8,14,7,12,2,1,10,190,13,24,2,1,1,2,1,-1,10,2,4.938,0.875,1.500,-3.062,3.438,-0.625,-1.188,0,1,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,4,1,3,2,2,2,1,2,3,1,3,2,2,3,4,3,3,7,2,2,1,5,1,1,6,5,6,7,10,12,8,2,1,11,198,14,71,2,1,1,2,2,-1,22,16,-4.062,-4.125,-2.500,1.938,-0.562,-3.625,-2.188,0,0,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,5,1,2,2,1,1,1,1,2,1,2,1,1,6,1,2,1,2,1,1,4,4,1,1,5,3,4,4,9,20,9,2,1,15,237,25,54,2,1,1,1,2,-1,40,22,-5.062,-6.125,-3.500,9.938,0.438,-5.625,-5.188,0,0,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,6,5,6,2,6,6,3,4,4,4,1,4,4,2,5,6,6,7,6,2,1,5,2,1,13,15,12,9,13,5,8,3,1,2,127,15,26,2,1,1,1,2,-1,33,24,2.938,5.875,0.500,-5.062,-0.562,2.375,-0.188,0,0,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,7,5,6,3,5,6,3,2,4,2,1,4,4,2,5,5,7,7,6,4,1,5,2,1,14,14,8,9,12,4,10,3,1,8,173,72,86,2,1,1,1,1,2,15,21,3.938,4.875,-0.500,-6.062,1.438,-1.625,-0.188,0,1,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,8,2,6,2,2,3,2,2,6,1,4,3,2,5,5,5,7,3,4,2,1,5,1,1,10,7,9,9,15,10,8,2,1,13,218,101,55,2,1,1,2,2,4,23,9,-0.062,-2.125,2.500,-0.062,-0.562,-0.625,-0.188,0,0,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,9,2,5,2,3,3,2,3,4,3,3,3,4,3,4,3,5,3,4,2,1,3,1,1,9,8,10,10,10,12,6,2,1,3,141,16,33,2,1,1,2,2,-1,29,18,-1.062,-1.125,-2.500,1.938,-2.562,0.375,0.812,0,0,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,10,5,6,5,2,6,4,2,4,2,2,2,4,3,5,7,7,6,5,6,1,6,3,1,16,12,8,8,15,6,13,4,1,14,229,73,34,2,1,1,1,1,-1,13,4,5.938,2.875,2.500,-4.062,4.438,-1.625,-1.188,0,1,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,11,2,4,2,2,3,2,4,4,4,4,3,3,5,5,4,7,6,5,2,1,6,2,1,8,7,12,10,14,6,9,3,1,16,250,87,11,2,1,1,1,2,4,31,10,-2.062,-2.125,1.500,-4.062,0.438,2.375,0.812,0,0,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,12,2,6,2,2,6,2,4,3,5,5,4,4,5,5,5,6,6,6,2,1,6,1,1,10,10,12,13,15,6,9,2,1,6,165,9,35,2,1,1,2,1,-1,7,15,-0.062,0.875,2.500,-4.062,0.438,2.375,3.812,0,1,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,13,1,2,2,2,2,1,2,4,2,2,2,2,6,2,5,1,2,2,2,1,2,1,1,5,5,8,6,13,19,5,2,1,1,115,61,102,2,1,1,2,1,3,6,3,-5.062,-4.125,0.500,8.938,-3.562,-1.625,-3.188,0,1,1,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,14,5,6,3,5,5,2,4,4,5,5,3,5,6,4,4,7,7,4,3,1,6,3,1,14,12,13,13,14,6,10,4,1,4,143,56,27,2,1,1,1,1,-1,18,5,3.938,2.875,1.500,-4.062,1.438,3.375,3.812,0,1,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,15,2,5,2,2,6,1,2,4,4,2,2,2,2,4,5,6,4,5,2,1,3,2,1,9,9,10,6,11,9,6,3,1,9,179,28,10,2,1,1,1,1,-1,17,6,-1.062,-0.125,-1.500,-1.062,-2.562,0.375,-3.188,0,1,0,0,
87,11,20,9,11,12.500,12,11,13,11,9,12,11,14,17,18,19,19,20,18,20,20,11,18,17,11.250,10,14,11,16,13,10,13,13,13,14,20,17,20,16,20,21,17,21.250,21.250,18,8,16,21,17,14,20,13,20,18,9,13,12,12,17.500,17,20,19,14,21,20,21,16,15,13,19,17,19,17,19,16,17,21,21,17,20,21,17,20,15,17,15,12,11,11,11,10,10,14,15,13,18,10,15,19,20,16,16,17,17,17,15,15,11,18,20,13,14,17,15,12,14,15,13.750,17,11,21,20,18,18,20,10,18,12,18.750,13,13,12,11,16,11,14,13,18,13,15,9,13.333,13.750,13.750,20,18,18,13,20,10,16,18,11,11,11,18,11,11,11,11,12,16,18,19,14,12,19,18.750,18.750,12,15,18,20,16,12,16,15,20,18,18,15,10,14,21,13,10,13.750,16.250,21,20,20,21,14,17,16,17,14,11,18,19,16,17,47,17,17,16,15,17,14,14,14,13,14,30,30,16,2,6,3,4,6,2,5,6,5,5,2,2,5,3,5,6,6,2,3,1,7,2,1,11,12,16,9,13,10,11,3,1,12,204,62,95,2,1,1,2,1,1,2,13,0.938,2.875,0.500,-0.062,2.438,6.375,-0.188,0,1,1,1,
88,14,21,8,11,10,14,13,14,12,19,20,16,16,16,19,22,21,20,14,18,18,12,14,20,21,19,16,16,13,21,17,11,11,11,19,17,15,16,17,17,13,16,17,14,17,21,15,20,12,15,17,14,17,15,11,14,16,14,14,13,13,12,13,15,14,18,12,22,19,17,12,15,15,15,15,15,20,15,18,16,19,16,15,21,21,22,15,18,20,19,19,20,21,19,18,20,18,15,12,21,17,15,21,19,16,17,18,19,15,18,15,21,16,18,16,15,20,17,17,13,17,20,20,20,18,16,20,19,21,17,17,14,14,17,19,17,19,17,22,18,16,19,20,16,19,19,20,18,22,21,18,19,17,15,18,21,18,19,14,13,15,21,16,18,11,8,19,11,21,21,17,16,21,21,18,10,18,22,20,14,21,20,21,16,15,12,15,18,22,22,19,19,11,14,8,24,15,18,19,21,10,22,91,26,28,23,21,12,16,16,16,10,27,15,17,1,1,1,1,4,1,1,4,7,7,7,7,7,1,1,4,1,1,1,1,4,4,1,1,3,6,18,21,6,21,9,2,1,7,242,36,72,3,2,1,2,1,-1,3,1,-5.062,-3.938,-6.688,9.312,-0.750,3.438,8.562,0,0,0,0,
88,14,21,8,11,10,14,13,14,12,19,20,16,16,16,19,22,21,20,14,18,18,12,14,20,21,19,16,16,13,21,17,11,11,11,19,17,15,16,17,17,13,16,17,14,17,21,15,20,12,15,17,14,17,15,11,14,16,14,14,13,13,12,13,15,14,18,12,22,19,17,12,15,15,15,15,15,20,15,18,16,19,16,15,21,21,22,15,18,20,19,19,20,21,19,18,20,18,15,12,21,17,15,21,19,16,17,18,19,15,18,15,21,16,18,16,15,20,17,17,13,17,20,20,20,18,16,20,19,21,17,17,14,14,17,19,17,19,17,22,18,16,19,20,16,19,19,20,18,22,21,18,19,17,15,18,21,18,19,14,13,15,21,16,18,11,8,19,11,21,21,17,16,21,21,18,10,18,22,20,14,21,20,21,16,15,12,15,18,22,22,19,19,11,14,8,24,15,18,19,21,10,22,91,26,28,23,21,12,16,16,16,10,27,15,17,2,1,1,1,6,1,1,4,7,7,7,4,7,4,6,6,3,7,4,1,4,4,4,1,3,8,18,18,16,10,9,5,1,13,211,12,82,3,2,1,1,2,1,36,9,-5.062,-1.938,3.312,-1.688,-0.750,3.438,5.562,0,1,0,1,
